,Unnamed: 0,record_id,session_id,username,sql_id,sql,nl_query,incorrect_parts,open_ended_feedback,error_classification,duration,cur_id,batch_id,GT_sql
36,12,bf9fb1a7-43d6-460b-b6c3-0822ba4e8943,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,2153,SELECT projects.project_details FROM projects JOIN project_outcomes ON projects.project_id = project_outcomes.project_id,Which projects have no outcome? List the project details.,,"Misunderstand the NLQ: what the hypothetical query expresses is opposite - ""list the project details for the projects that have outcome"".",misunderstand the NLQ ,120.108,13,1,SELECT project_details FROM Projects WHERE project_id NOT IN ( SELECT project_id FROM Project_outcomes )
37,60,1f556c09-bd5a-4a32-a01c-23ff5bb800d7,8654c831-e8af-4593-ae3a-c4b4076c9201,tianyi,2153,SELECT projects.project_details FROM projects JOIN project_outcomes ON projects.project_id = project_outcomes.project_id,Which projects have no outcome? List the project details.,"projects.project_id = project_outcomes.project_id, JOIN, project_outcomes, ON","The first type of error in Hypothetical query is missing negation. The Natural language query is looking for projects that have no outcome, however, the Hypothetical query is looking for projects that have outcomes.; The second type of error in Hypothetical query is inappropriate use of syntax. The 'JOIN ...ON...' does not support the use of negation and we should use 'WHERE ... NOT IN( SELECT ... FROM ...)' instead. ",Miss negation; Inappropriate use of syntax; Misunderstand the NLQ. ,602.0539999,13,1,SELECT project_details FROM Projects WHERE project_id NOT IN ( SELECT project_id FROM Project_outcomes )
38,114,2a3f3524-3500-4188-8878-b6c8af5a5b0b,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,2153,SELECT projects.project_details FROM projects JOIN project_outcomes ON projects.project_id = project_outcomes.project_id,Which projects have no outcome? List the project details.,,"1, ignore the keyword: ""NOT"";",Miss negation,245.8449998,13,1,SELECT project_details FROM Projects WHERE project_id NOT IN ( SELECT project_id FROM Project_outcomes )
13,13,b9749c8c-e619-4ec8-95e9-4893ee2a5efe,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,2168,"SELECT COUNT( * ) , person.job FROM person WHERE person.job = 'engineer' GROUP BY person.job",How many people are older than every engineer?,"COUNT( * ) , person.job, WHERE person.job = 'engineer' , person.job, GROUP BY","a redundant column ""person.job"" is returned; the query returns the number of engineers instead of the number of people older than every engineer.",Refer to additional column; return error; misunderstand the NLQ,73.19599986,14,1,SELECT count(*) FROM Person WHERE age  >  (SELECT max(age) FROM person WHERE job  =  'engineer')
39,13,37980460-74e1-4ba8-9b6c-ef9c30067c57,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,2168,"SELECT COUNT( * ) , person.job FROM person WHERE person.job = 'engineer' GROUP BY person.job",How many people are older than every engineer?,,"Misunderstand the NLQ: The hypothesis means ""the number of engineers"";
Redundant attribute: it returns a needless attribute ""job"".",misunderstand the NLQ; refer to additional column,204.8380001,14,1,SELECT count(*) FROM Person WHERE age  >  (SELECT max(age) FROM person WHERE job  =  'engineer')
40,71,50fed845-7a2d-4fde-8f03-37abd25eacce,6a62b7a7-1947-44f4-a42c-acc626cbd6c2,tianyi,2168,"SELECT COUNT( * ) , person.job FROM person WHERE person.job = 'engineer' GROUP BY person.job",How many people are older than every engineer?,"COUNT( * ) , person.job, WHERE person.job = 'engineer' , person.job, GROUP BY","Misunderstanding the Natural language query. The system misunderstands the meaning of the Natural language query. The syntax is correct, but the information about age is missing in the Hypothetical query. ",Miss column; misunderstand the NLQ ,324.9139998,14,1,SELECT count(*) FROM Person WHERE age  >  (SELECT max(age) FROM person WHERE job  =  'engineer')
41,115,b2a53cd0-594d-4f48-85ad-46738c2aa099,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,2168,"SELECT COUNT( * ) , person.job FROM person WHERE person.job = 'engineer' GROUP BY person.job",How many people are older than every engineer?,"GROUP BY, COUNT( * ) , person.job","1, misunderstand the sentence: should choose people not people's occupation;
2, didn't understand the word ""every""",misunderstand the NLQ; misunderstand keyword,152.2129998,14,1,SELECT count(*) FROM Person WHERE age  >  (SELECT max(age) FROM person WHERE job  =  'engineer')
43,62,0abe0ba6-239f-4ddc-98ea-325c76d2f638,8654c831-e8af-4593-ae3a-c4b4076c9201,tianyi,2000,SELECT artist.artist_name FROM artist GROUP BY song.releasedate ORDER BY song.releasedate ASC LIMIT 1,What are the names and genders of all artists who released songs in the month of March?,"song.releasedate ASC, LIMIT, 1, ORDER BY, GROUP BY, song.releasedate, artist.artist_name","Missing column 'SELECT artist. gender FROM'. The Natural language query is asking for the names and genders, however, the Hypothetical query is only trying to find the names.; The system might already understand the meaning of the Natural language query, however, the inappropriate use of syntax, 'GROUP BY song.releasedate ORDER BY song.releasedate ASC LIMIT 1', cannot produce the right result. This phrase should be replaced by 'JOIN song AS T2 ON T1.artist_name = T2.artist_name WHERE T2.releasedate LIKE ""%Mar%""'.",Miss column; inappropriate use of syntax; misunderstand the NLQ,687.0799999,15,1,"SELECT T1.artist_name ,  T1.gender FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.releasedate LIKE ""%Mar%"""
42,14,9c474351-b147-457c-93db-e09d32f0f550,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,2000,SELECT artist.artist_name FROM artist GROUP BY song.releasedate ORDER BY song.releasedate ASC LIMIT 1,What are the names and genders of all artists who released songs in the month of March?,,"Attribute error: It misses ""gender"" in the result;
Misunderstand the NLQ: The NLQ asks 'get artists who released song in March', the hypothesis does not tackle this condition. Instead, the hypothesis tries to order the artist_name by 'releasedate', however, it is skeptical to group by 'releasedate' as well, which may put different artists in the same group. ",Miss column; misunderstand the NLQ,819.674,15,1,"SELECT T1.artist_name ,  T1.gender FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.releasedate LIKE ""%Mar%"""
44,116,deadbf7e-e553-40d5-9108-2f208fa6db49,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,2000,SELECT artist.artist_name FROM artist GROUP BY song.releasedate ORDER BY song.releasedate ASC LIMIT 1,What are the names and genders of all artists who released songs in the month of March?,"song.releasedate ASC, LIMIT, 1, artist.artist_name, ORDER BY","1, miss key word: ""gender"";
2, didn't understand the keyword ""March"";",Miss column; misunderstand keyword,210.9029999,15,1,"SELECT T1.artist_name ,  T1.gender FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.releasedate LIKE ""%Mar%"""
14,14,6e5f3a4a-0be1-45a3-986f-82595763a770,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,2000,SELECT artist.artist_name FROM artist GROUP BY song.releasedate ORDER BY song.releasedate ASC LIMIT 1,What are the names and genders of all artists who released songs in the month of March?,"artist.artist_name, song.releasedate ASC, LIMIT, 1","did not return the genders; the query did not understand the query for ""in the month of March""",Miss column; misunderstand NLQ,146.859,15,1,"SELECT T1.artist_name ,  T1.gender FROM artist AS T1 JOIN song AS T2 ON T1.artist_name  =  T2.artist_name WHERE T2.releasedate LIKE ""%Mar%"""
47,117,3abdfb6d-7a28-4143-8f49-3e74b88fccc3,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,1961,SELECT bank.bname FROM customer JOIN bank ON customer.branch_id = bank.branch_id WHERE customer.credit_score<100,Find the names of bank branches that have provided a loan to any customer whose credit score is below 100.,"WHERE customer.credit_score<100, customer","1, didn't understand the keyword ""loan"", which leads to using a wrong table",misunderstand keyword,535.2950001,16,1,SELECT T2.bname FROM loan AS T1 JOIN bank AS T2 ON T1.branch_id  =  T2.branch_id JOIN customer AS T3 ON T1.cust_id  =  T3.cust_id WHERE T3.credit_score  <  100
46,63,d91ae570-9ce6-4938-8cb0-8e14aedba39f,8e55ee61-e5eb-495e-a548-e7cf845ef3c1,tianyi,1961,SELECT bank.bname FROM customer JOIN bank ON customer.branch_id = bank.branch_id WHERE customer.credit_score<100,Find the names of bank branches that have provided a loan to any customer whose credit score is below 100.,"customer, customer.branch_id = bank.branch_id","The Hypothetical query is referring to an incorrect table. The table 'CUSTOMER' does not contain 'bname' column.; Misunderstanding the Natural language query. The Hypothetical query is representing a meaning different from the Natural language query.The Natural language query is asking for 'the names of bank branches that have provided a loan to customers' however, the 'customer.branch_id = bank.branch_id' cannot help to find those names of bank branches and the Hypothetical query does not refer to any information about loan.",Refer to incorrect table; join incorrect columns; ,867.0409999,16,1,SELECT T2.bname FROM loan AS T1 JOIN bank AS T2 ON T1.branch_id  =  T2.branch_id JOIN customer AS T3 ON T1.cust_id  =  T3.cust_id WHERE T3.credit_score  <  100
45,15,bfe8dbd5-6500-4c55-b7e4-f2f762bc1f3b,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,1961,SELECT bank.bname FROM customer JOIN bank ON customer.branch_id = bank.branch_id WHERE customer.credit_score<100,Find the names of bank branches that have provided a loan to any customer whose credit score is below 100.,,"Misuse the table information: table 'customer' does not have an attribute called ""branch_id"".",Refer to incorrect table,137.7580001,16,1,SELECT T2.bname FROM loan AS T1 JOIN bank AS T2 ON T1.branch_id  =  T2.branch_id JOIN customer AS T3 ON T1.cust_id  =  T3.cust_id WHERE T3.credit_score  <  100
15,15,3ea7741c-efb9-4acc-88b7-81e6128d6ef6,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,1961,SELECT bank.bname FROM customer JOIN bank ON customer.branch_id = bank.branch_id WHERE customer.credit_score<100,Find the names of bank branches that have provided a loan to any customer whose credit score is below 100.,customer.branch_id = bank.branch_id,the query only queried for branches with customers whose credit score is below 100 -- regardless of whether they've been provided a loan or not.,Return error; miss column,182.381,16,1,SELECT T2.bname FROM loan AS T1 JOIN bank AS T2 ON T1.branch_id  =  T2.branch_id JOIN customer AS T3 ON T1.cust_id  =  T3.cust_id WHERE T3.credit_score  <  100
49,80,c7e8613a-8b94-4a72-a74b-777df73bfc7d,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,1578,SELECT documents.document_id FROM documents JOIN ref_document_types ON documents.document_type_code = ref_document_types.document_type_code WHERE ref_budget_codes.budget_type_description = 'Government',Show ids for all documents with budget types described as 'Government'.,"documents.document_id, documents.document_type_code = ref_document_types.document_type_code, documents","The Hypothetical query is referring to an incorrect table and an incorrect column. The reference table should be 'Documents_with_expenses', instead of 'documents'; The reference column should be 'Budget_Type_code' by joining table 'Documents_with_expenses' and table 'Ref_Budget_Codes', instead of 'document_type_code' by joining table 'ref_document_types' and table 'documents'. The Hypothetical query proposed an ineffective way of finding the correct result, so this could be either a misunderstanding of the Natural language query or a mistake of referring to an incorrect table and an incorrect column. ",refer to incorrect table and column; Misunderstand the NLQ.,559.6569998,17,1,"SELECT T1.document_id FROM Documents_with_expenses AS T1 JOIN Ref_Budget_Codes AS T2 ON T1.Budget_Type_code  =  T2.Budget_Type_code WHERE T2.budget_type_Description  =  ""Government"""
48,16,40d6ddbc-b70f-41a3-ac29-c9ba58715fd8,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,1578,SELECT documents.document_id FROM documents JOIN ref_document_types ON documents.document_type_code = ref_document_types.document_type_code WHERE ref_budget_codes.budget_type_description = 'Government',Show ids for all documents with budget types described as 'Government'.,,"Inappropriate join of table: it should join 'document_with_expenses' and 'ref_budget_codes' rather than 'documents' and 'ref_document_codes'. Besides, the attribute to be joined should be 'budget_type_code' rather than 'document_type_code'.",Join incorrect tables; join incorrect columns; ,551.7309999,17,1,"SELECT T1.document_id FROM Documents_with_expenses AS T1 JOIN Ref_Budget_Codes AS T2 ON T1.Budget_Type_code  =  T2.Budget_Type_code WHERE T2.budget_type_Description  =  ""Government"""
16,16,9e0e7971-3cc0-41e2-adca-7913b527f5f7,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,1578,SELECT documents.document_id FROM documents JOIN ref_document_types ON documents.document_type_code = ref_document_types.document_type_code WHERE ref_budget_codes.budget_type_description = 'Government',Show ids for all documents with budget types described as 'Government'.,ref_document_types,the join should look up ref_budget_codes table for the budget_type_description column instead of the ref_document_types table,Join incorrect tables,239.1330001,17,1,"SELECT T1.document_id FROM Documents_with_expenses AS T1 JOIN Ref_Budget_Codes AS T2 ON T1.Budget_Type_code  =  T2.Budget_Type_code WHERE T2.budget_type_Description  =  ""Government"""
50,118,a5c13c29-c39c-4e12-9365-59294015157b,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,1578,SELECT documents.document_id FROM documents JOIN ref_document_types ON documents.document_type_code = ref_document_types.document_type_code WHERE ref_budget_codes.budget_type_description = 'Government',Show ids for all documents with budget types described as 'Government'.,"documents, documents.document_type_code = ref_document_types.document_type_code","1, choose a wrong table (honestly, I will make the same mistake...)",Refer to incorrect table,397.2590001,17,1,"SELECT T1.document_id FROM Documents_with_expenses AS T1 JOIN Ref_Budget_Codes AS T2 ON T1.Budget_Type_code  =  T2.Budget_Type_code WHERE T2.budget_type_Description  =  ""Government"""
51,17,2d8986b6-cb78-472d-95f3-c44e0c027fd9,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,1585,"SELECT station.location , SUM( station.total_passengers ) FROM station GROUP BY station.location",Show all locations and the total number of platforms and passengers for all train stations in each location.,,"Miss an attribute in result: Miss the total number of ""platforms"".",Miss column,63.16100001,18,1,"SELECT LOCATION ,  sum(number_of_platforms) ,  sum(total_passengers) FROM station GROUP BY LOCATION"
52,81,5d973c9c-b568-4bb0-99e8-ce30681d241d,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,1585,"SELECT station.location , SUM( station.total_passengers ) FROM station GROUP BY station.location",Show all locations and the total number of platforms and passengers for all train stations in each location.,"station.location , SUM( station.total_passengers )",The Hypothetical query is missing a column sum(number_of_platforms).,Miss column,148.1760001,18,1,"SELECT LOCATION ,  sum(number_of_platforms) ,  sum(total_passengers) FROM station GROUP BY LOCATION"
17,17,b2969a56-0493-42df-82f8-74e955208c37,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,1585,"SELECT station.location , SUM( station.total_passengers ) FROM station GROUP BY station.location",Show all locations and the total number of platforms and passengers for all train stations in each location.,"station.location , SUM( station.total_passengers )",missing a column in the result: the result query missed the total number of platforms,miss column,19898.204,18,1,"SELECT LOCATION ,  sum(number_of_platforms) ,  sum(total_passengers) FROM station GROUP BY LOCATION"
53,119,8c0336c5-7784-46ca-a51d-a5a070a10883,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,1585,"SELECT station.location , SUM( station.total_passengers ) FROM station GROUP BY station.location",Show all locations and the total number of platforms and passengers for all train stations in each location.,"station.location , SUM( station.total_passengers )","1, miss one key word:""number of platforms""",Miss column,147.9100001,18,1,"SELECT LOCATION ,  sum(number_of_platforms) ,  sum(total_passengers) FROM station GROUP BY LOCATION"
18,18,b1d8cf02-4f10-4a49-b8c2-b5d511b63617,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,1671,SELECT airports.city FROM airports GROUP BY airports.city HAVING COUNT( * ) > 2,List the cities which have more than 2 airports sorted by the number of airports.,,missed the sorting -- did not sort the result by the number of airports,Miss sorting,41.46399999,19,1,SELECT city FROM airports GROUP BY city HAVING count(*)  >  2 ORDER BY count(*)
55,83,c59e8b63-2a4a-404d-b650-4b6fe46519d4,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,1671,SELECT airports.city FROM airports GROUP BY airports.city HAVING COUNT( * ) > 2,List the cities which have more than 2 airports sorted by the number of airports.,,The Hypothetical query is missing 'ORDER BY count(*)'.,Miss sorting,20.46599984,19,1,SELECT city FROM airports GROUP BY city HAVING count(*)  >  2 ORDER BY count(*)
56,120,1c5e4023-feea-4ef8-8708-858583a3387f,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,1671,SELECT airports.city FROM airports GROUP BY airports.city HAVING COUNT( * ) > 2,List the cities which have more than 2 airports sorted by the number of airports.,,"1, didn't understand the word ""sorted"", therefore miss the keyword ""ORDER BY""",Misunderstand keyword; Miss sorting,386.3270001,19,1,SELECT city FROM airports GROUP BY city HAVING count(*)  >  2 ORDER BY count(*)
54,18,cdb4bc3a-37bb-4847-bd06-5819f3ca0d5b,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,1671,SELECT airports.city FROM airports GROUP BY airports.city HAVING COUNT( * ) > 2,List the cities which have more than 2 airports sorted by the number of airports.,,Miss ORDER clause: hypothesis does not sort by the number of airports.,Miss sorting,938.6230001,19,1,SELECT city FROM airports GROUP BY city HAVING count(*)  >  2 ORDER BY count(*)
58,84,88c51ed2-83fd-401d-a228-e73242f4422b,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,1704,SELECT DISTINCT invoices.invoice_details FROM invoices WHERE invoices.invoice_date > '1989-09-03' OR invoices.invoice_date<'2007-12-25',What are the distinct details of invoices created before 1989-09-03 or after 2007-12-25?,WHERE invoices.invoice_date > '1989-09-03' OR invoices.invoice_date<'2007-12-25',"The Hypothetical query is referencing the incorrect values. The time range of 'invoice_date' should be '< ""1989-09-03"" ' or '> ""2007-12-25""', instead of '> ""1989-09-03"" ' or '< ""2007-12-25""'.",value error,247.3200002,20,1,"SELECT DISTINCT invoice_details FROM invoices WHERE invoice_date < ""1989-09-03"" OR invoice_date > ""2007-12-25"""
59,121,31293d91-a82f-4aa7-a83b-65ea6e7dc1cb,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,1704,SELECT DISTINCT invoices.invoice_details FROM invoices WHERE invoices.invoice_date > '1989-09-03' OR invoices.invoice_date<'2007-12-25',What are the distinct details of invoices created before 1989-09-03 or after 2007-12-25?,WHERE invoices.invoice_date > '1989-09-03' OR invoices.invoice_date<'2007-12-25',"1, miss understand the word ""after"", therefore results in comparative error",Misunderstand keyword; value error,259.0829999,20,1,"SELECT DISTINCT invoice_details FROM invoices WHERE invoice_date < ""1989-09-03"" OR invoice_date > ""2007-12-25"""
57,19,556856f0-1cc0-4114-af8a-92b14fc4f731,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,1704,SELECT DISTINCT invoices.invoice_details FROM invoices WHERE invoices.invoice_date > '1989-09-03' OR invoices.invoice_date<'2007-12-25',What are the distinct details of invoices created before 1989-09-03 or after 2007-12-25?,WHERE invoices.invoice_date > '1989-09-03' OR invoices.invoice_date<'2007-12-25',Incorrect 'where' condition: it should be 'before 1989-09-03 or after 2007-12-25' rather than 'between 1989-09-03 and 2007-12-25'.,value error,118.1949999,20,1,"SELECT DISTINCT invoice_details FROM invoices WHERE invoice_date < ""1989-09-03"" OR invoice_date > ""2007-12-25"""
19,19,fecf4fd8-03c8-4a15-b503-a1fb2f25e162,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,1704,SELECT DISTINCT invoices.invoice_details FROM invoices WHERE invoices.invoice_date > '1989-09-03' OR invoices.invoice_date<'2007-12-25',What are the distinct details of invoices created before 1989-09-03 or after 2007-12-25?,WHERE invoices.invoice_date > '1989-09-03' OR invoices.invoice_date<'2007-12-25',"get the opposite comparators ""<"" and "">""",Value error; opposite comparators,35.27400017,20,1,"SELECT DISTINCT invoice_details FROM invoices WHERE invoice_date < ""1989-09-03"" OR invoice_date > ""2007-12-25"""
60,20,88c6bf4d-6553-4b9f-ab6d-161aa4c13223,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,2373,SELECT model_list.model FROM cars_data JOIN car_names ON cars_data.id = car_names.makeid ORDER BY cars_data.horsepower ASC LIMIT 1,Which model of the car has the minimum horsepower?,,"Use a non-existent table: it should be 'car_names.model' rather than 'model_list.model',",Refer to incorrect table,158.2949998,21,1,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;
61,85,59caa2fb-38e5-420e-94d7-853d2eeed058,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,2373,SELECT model_list.model FROM cars_data JOIN car_names ON cars_data.id = car_names.makeid ORDER BY cars_data.horsepower ASC LIMIT 1,Which model of the car has the minimum horsepower?,"model_list.model, cars_data","The Hypothetical query is referencing an incorrect table. The column 'Model' should be in table 'CAR_NAMES' instead of 'cars_data'.; There is no table called 'model_list', so the 'model_list.model' refers to nothing. ",Refer to incorrect table,470.483,21,1,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;
20,20,70649a60-4436-4cc3-9417-d0e24c104b12,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,2373,SELECT model_list.model FROM cars_data JOIN car_names ON cars_data.id = car_names.makeid ORDER BY cars_data.horsepower ASC LIMIT 1,Which model of the car has the minimum horsepower?,model_list.model,error in selecting the right table -- should return car_names.model,Refer to incorrect table,107.026,21,1,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;
62,122,3910669b-1761-437a-b211-71c84e62e638,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,2373,SELECT model_list.model FROM cars_data JOIN car_names ON cars_data.id = car_names.makeid ORDER BY cars_data.horsepower ASC LIMIT 1,Which model of the car has the minimum horsepower?,model_list.model,"1. Table error ,should choose from CAR_NAMES not CARS_DATA",Refer to incorrect table,164.717,21,1,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;
65,123,3d2dc8cd-6966-41d3-8b42-d6687676073b,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,798,"SELECT MAX( player.weight ) , MIN( player.height ) FROM player",What is the maximum and minimum height of all players?,,"1, ground truth error",incorrect ground truth,92.15400004,22,1,"SELECT max(weight) ,  min(weight) FROM Player"
64,86,e3e30f72-eeaf-45d2-8ebf-6a269b32361c,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,798,"SELECT MAX( player.weight ) , MIN( player.height ) FROM player",What is the maximum and minimum height of all players?,,Correct.,Refer to incorrect column; misunderstand the NLQ; incorrect ground truth ,222.3280001,22,1,"SELECT max(weight) ,  min(weight) FROM Player"
63,21,41d9c32c-bf4a-48e9-aed8-dd7d644e0fb9,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,798,"SELECT MAX( player.weight ) , MIN( player.height ) FROM player",What is the maximum and minimum height of all players?,,"Attribute error: both returned attributes should be about ""height"".",Refer to incorrect column,71.52600002,22,1,"SELECT max(weight) ,  min(weight) FROM Player"
21,21,bd04da72-d12e-42e5-9d24-e09b6a196bd5,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,798,"SELECT MAX( player.weight ) , MIN( player.height ) FROM player",What is the maximum and minimum height of all players?,"MAX( player.weight ) , MIN( player.height )","NOTE: ground truth seems to be incorrect
error in identifying the right columns in the result -- should return the height of the players",Incorrect ground truth; refer to incorrect column; return error ,67.63900018,22,1,"SELECT max(weight) ,  min(weight) FROM Player"
22,22,af6268c5-63ae-483f-9401-784b0f1054fa,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,1131,"SELECT player.name_first , player.name_first FROM player WHERE player.death_city = 'null'",What are the first name and last name of the players whose death record is empty?,"player.name_first , player.name_first, WHERE player.death_city = 'null'","1. error in matching the column names: should return the first name and last name; 2. failed to understand ""empty death record""",Return error; miss column; misunderstand the NLQ,74.40499997,23,1,"SELECT name_first ,  name_last FROM player WHERE death_year = '';"
66,22,f64a6497-ebda-433d-875e-bede721f3662,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,1131,"SELECT player.name_first , player.name_first FROM player WHERE player.death_city = 'null'",What are the first name and last name of the players whose death record is empty?,,"Incorrect attribute and value: the 'death_city' should be 'death_year', and the value should be '' rather than 'null'.",Refer to redundant column; inappropriate use of syntax,703.4089999,23,1,"SELECT name_first ,  name_last FROM player WHERE death_year = '';"
67,87,b4c9674c-02ab-416e-ab75-222e62a933d7,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,1131,"SELECT player.name_first , player.name_first FROM player WHERE player.death_city = 'null'",What are the first name and last name of the players whose death record is empty?,"player.name_first , player.name_first, WHERE player.death_city = 'null'","The Hypothetical query refers to only 'name_first', however, the Natural language query is asking for 'first name and last name'. ; The syntax of the Hypothetical query is incorrect. The correct one should be 'player.death_city IS NULL' or 'player.death_year IS NULL' instead of 'player.death_city = 'null''.; The syntax of the Ground truth query is incorrect. It should be 'death_year IS NULL' instead of 'death_year = ""'.",Refer to redundant column; miss column; inappropriate use of syntax; incorrect ground truth ,757.418,23,1,"SELECT name_first ,  name_last FROM player WHERE death_year = '';"
68,124,a4dfe8bb-9b8f-42f3-a7db-853c3c034e53,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,1131,"SELECT player.name_first , player.name_first FROM player WHERE player.death_city = 'null'",What are the first name and last name of the players whose death record is empty?,"WHERE player.death_city = 'null', player.name_first , player.name_first","1, miss keyword ""last name"";
2, ,miss understand the keyword: should be ""record"" not ""death_city""",Miss column; misunderstand keyword,191.767,23,1,"SELECT name_first ,  name_last FROM player WHERE death_year = '';"
23,23,386363b9-cca6-4f41-b08a-ed8d01d5b792,52191fac-0a3c-4fde-93f7-dffd7254a24c,toby,2374,SELECT model_list.model FROM cars_data ORDER BY cars_data.horsepower ASC LIMIT 1,What is the model of the car with the smallest amount of horsepower?,model_list.model,error in identifying the table -- should refer to the CAR_NAMES table to get the name of the car,Refer to incorrect table,62.93199992,24,1,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;
69,23,3922f3b1-b126-490c-b541-fc7a69dc3093,4596cb3e-260b-42b6-8a5e-d5b36a5faf20,zhengzhang,2374,SELECT model_list.model FROM cars_data ORDER BY cars_data.horsepower ASC LIMIT 1,What is the model of the car with the smallest amount of horsepower?,,"should use JOIN but not: car_data does not have attribute ""model"", joining with 'car_names' is required;
Inappropriate use of table name: it should be ""cars_names.model"" rather than 'model_list.model'.",Inappropriate use of syntax; refer to incorrect table,425.244,24,1,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;
70,88,6f6cb2ee-9ce6-4ff1-9072-05b76de23e80,0bc5a8de-6ab2-40c2-bb9b-b7547c9a2542,tianyi,2374,SELECT model_list.model FROM cars_data ORDER BY cars_data.horsepower ASC LIMIT 1,What is the model of the car with the smallest amount of horsepower?,model_list.model,"In the Hypothetical query, the column name 'model_list.model' is incorrect. It should be 'cars_data.model'.;  The Hypothetical query is missing important information: 'JOIN CARS_DATA CAR_NAMES.MakeId = CARS_DATA.Id'.",Miss joining tables; refer to incorrect table,371.9819999,24,1,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;
71,125,35d0f36d-532f-4ab4-88b9-dafd976edf7d,1e6c76df-1de7-479e-881c-a4ee90059d2a,zhengning,2374,SELECT model_list.model FROM cars_data ORDER BY cars_data.horsepower ASC LIMIT 1,What is the model of the car with the smallest amount of horsepower?,model_list.model,"1, no column ""model_list"", 
2, grammar error
3, table error",Miss column; inappropriate use of syntax; refer to incorrect table,290.8829999,24,1,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;
